Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Standard,300450449108,TYLENOL,49,0.99,1,TAXABLE MISC,MISC TAXABLE,
Standard,325866530882,ALEVE,0,0.99,1,TAXABLE MISC,MISC TAXABLE,
Standard,30041100808043,CLARITIN,0,2.49,1,TAXABLE MISC,MISC TAXABLE,
Standard,076171102287,LITTLE TREES MORNING FRESH,22,1.29,1,TAXABLE MISC,MISC TAXABLE,
Standard,076171101891,LITTLE TREES NEW CAR,24,1.29,1,TAXABLE MISC,MISC TAXABLE,
Standard,076171101556,LITTLE TREES BLACK ICE,16,1.29,1,TAXABLE MISC,MISC TAXABLE,
Standard,024291150121,WAITERS CORKSCREW,0,2.69,1,TAXABLE MISC,MISC TAXABLE,
Standard,024291150602,CAN OPENER,0,1.29,1,TAXABLE MISC,MISC TAXABLE,
Standard,024291110200,POCKET CORKSCREW,12,1.29,1,TAXABLE MISC,MISC TAXABLE,
Standard,024291112365,DELUXE WING CORKSCREW,4,4.49,1,TAXABLE MISC,MISC TAXABLE,
Standard,859255001184,PONG RELOAD,1,4.99,1,TAXABLE MISC,MISC TAXABLE,
Standard,036600814815,CHAPSTICK,176,1.79,1,TAXABLE MISC,MISC TAXABLE,
Standard,024291114819,TOOTHPICKS,4,1.99,1,TAXABLE MISC,MISC TAXABLE,
Standard,041165245066,RED SOLO CUPS,0,1.59,1,TAXABLE MISC,MISC TAXABLE,
Standard,04229412,KODIAC  WINTERGREEN,-1,5.59,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001014,GOOD STUFF 1LB FF,4,22.89,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001021,GOOD STUFF 1LB LIGHT,3,22.89,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001038,GOOD STUFF 1LB MENTHOL,5,22.89,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001175,GOOD STUFF 6 OZ FF,6,9.59,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001199,GOOD STUFF 6OZ MENTHOL,6,9.59,1,TOBACCO,TOBACCO PRODUCT,
Standard,04287212,GRIZZLY WINTERGREEN,14,19.99,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001069,GOOD STUFF ULTRA LIGHT 1LB,1,22.89,1,TOBACCO,TOBACCO PRODUCT,
Standard,894135001281,GOOD STUFF ULTRA LIGHT 6 OZ,4,9.59,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002035,CRISS CROSS SMOOTH 1 LB,0,18.49,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002059,CRISS CROSS MENTHOL 1 LB,0,18.49,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002011,CRISS CROSS ORIGINAL 1 LB,0,18.49,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002493,RIO ORIGINAL 12 OZ BAG,0,11.99,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002516,RIO MENTHOL 12 OZ BAG,0,11.99,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002509,RIO SMOOTH 12 OZ BAG,0,11.99,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002714,RIO SMOOTH 5 OZ BAG,0,5.19,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002707,RIO ORIGINAL 5 OZ BAG,0,5.19,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002721,RIO MENTHOL 5 OZ BAG,0,5.19,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002158,CRISS CROSS MENTHOL 6 OZ,0,7.79,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002110,CRISS CROSS ORIGINAL 6 OZ,0,7.79,1,TOBACCO,TOBACCO PRODUCT,
Standard,899789002134,CRISS CROSS SMOOTH 6 OZ,0,7.79,1,TOBACCO,TOBACCO PRODUCT,
Lot Matrix,852313004127,HORNY GOAT LAKALAKA12 OZ CAN,0,38.00,24,MICRO BREW,MICRO BREW,U16
Standard,1,Bottle Deposit,8,1.99,1,General,General,
Standard,2,Taxable Item,-2066,0.00,1,General,,
Lot Matrix,YRIPA,YARDS RIVAL IPA 12 PK,0,20.99,2,General,,U16
Standard,342290,KIT KAT KING SIZE,-2,1.69,1,CANDY,GFT66,
Statndard,0123456789,test lot matrix,26,3.05,1,BUD 12OZ NR CASE,018200113499,100
Lot Matrix,YRIPA66,YARDS RIVAL IPA 2/12 PK NR CASE,0,42.29,24,MICRO BREW,,U16
Standard,815351010352,MAGNER 12 PACK,0,24.69,1,General,,U16
Lot Matrix,LBCC,NOT AVAIL,0,19.99,24,MICRO BREW,,U16
Standard,034100597122,NOT AVAL,0,18.19,2,General,,U16
Lot Matrix,MHWMC,MAGIC HAT WINTER MINGLE CASE,0,9.99,24,MICRO BREW,,U16
Standard,YARDRIVAL,YARDS RIVAL IPA CASE,0,38.99,1,General,,U16
Standard,GC,Beer INK Gift Card,-18,0.00,1,General,,
Lot Matrix,SGH66,STRAUB GROUNDHOG CASE,24,36.99,24,MICRO BREW,,U16
Standard,LMS16,LANCASTER MILK 1/6 KEG,0,77.99,1,MICRO BREW,,U00
Lot Matrix,HT66,UFO TWIST2/12 PK NR CASE,12,39.99,24,MICRO BREW,,U16
Standard,897232000348,MORLEIN THIRD WAVE 15 PACK,1,19.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,FBS,FOUNDERS LIZARD OF KUZ 750 ML CASE,0,229.00,12,MICRO BREW,MICRO BREW,U32
Lot Matrix,088394000103,SPATEN NR 4/6 PK CASE,54,42.49,24,BEER IMPORT,,U16
Lot Matrix,HFT66,HARPOON FRESH TRACKS CASE,24,39.99,24,MICRO BREW,,
Standard,083820181654,GUINNESS BREWERS PROJECT,0,29.99,1,BEER IMPORT,GUINNESS,U16
Lot Matrix,GV66,GUINNESS VARIETY 2/12 PK NR CASE,108,37.99,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,852678887540,OCEAN CITY NUCKIN 4/6 PK NR CASE,0,41.99,24,MICRO BREW,,U16
Standard,10869315000047,WILD GINGER CAN CASE,0,39.99,1,MALT BEVERAGE,,
Standard,20869315000051,WILD ROOTBEER CAN CASE,0,39.99,1,MALT BEVERAGE,,U16
Standard,20869315000075,WILD SIT RUSS CAN CASE,0,39.99,1,MALT BEVERAGE,,U16
Standard,20869315000068,WILD DOCTA CAN CASE,0,39.00,1,MALT BEVERAGE,,U16
Lot Matrix,WV66,WILD VARIETY CAN CASE,0,39.99,24,MALT BEVERAGE,,U16
Standard,869315000088,NOT AVAL,0,20.99,2,General,,U16
Standard,083820181944,NOT AVAL,0,19.99,2,General,,U16
Lot Matrix,092000020638,NOT YOUR FATHERS NR 12 PK,8,26.39,2,General,,U16
Lot Matrix,793866530063,LEFT HAND NITROMILK STOUT 2 /12 PK NR CASE,72,51.99,24,MICRO BREW,,U16
Standard,0108170600301417,CHIMAY RED BROWN ALE CASE,0,129.00,1,BEER IMPORT,,
Standard,0108170600303817,CHIMAY BLUE,1,149.00,1,BEER IMPORT,,
Lot Matrix,0108170600302117,CHIMAY CING CENTS6/4PKS NR CASE,36,149.42,24,BEER IMPORT,,U8
Lot Matrix,706904234007,PENN CHOC 12 PK,3,24.99,1,General,,
Lot Matrix,736920111846,GOOSE ISLAND 312 2/12 PK NR CASE,48,40.19,24,MICRO BREW,,U16
Lot Matrix,796363004686,AVERY LILIKOI KEPOLO 4/6 PK CAN CASE,0,56.19,24,MICRO BREW,,U16
Lot Matrix,10764009220827,LA CERVEZAIMPERIAL 4/6 PK NR CASE,42,31.49,24,BEER IMPORT,,U16
Lot Matrix,011000293101,EAGLE CARTON,6,51.29,10,CIGARETTE,,
Lot Matrix,018200140396,STELLA CIDRE 4/6 PK NR CASE,102,42.59,24,CIDER,CIDER,
Lot Matrix,NBVD66,NEW BELG VOODO RANGER IMP IPA 2/12 PK NR CASE,144,41.99,24,MICRO BREW,,U16
Standard,3,Non Taxable Item,9,0.00,1,General,,
Lot Matrix,083783375213,SIERRA NEVADA PALE ALE 4/6 PK CASE,60,39.69,24,MICRO BREW,,U16
Standard,300,COLD BEER 30C,-1,0.30,1,NON TAXABLE MISC,,
Standard,030100125150,KEEBLER CHEESE&PEANUT BUTTER CRACKER,0,0.50,1,NON TAXABLE MISC,,
Lot Matrix,637704062517,TROEGS PERPETUAL ALE 4/6 PK NR CASE,84,45.89,24,MICRO BREW,,U16
Lot Matrix,723830800120,LAGUNITAS PILS 4/6 CASE,12,20.00,24,MICRO BREW,,U16
Lot Matrix,723830800212,LAGUNITAS LIL SUM 4/6 CASE,0,43.99,24,MICRO BREW,,U16
Lot Matrix,723830800106,LAGUNITAS IPA 4/6 PK CASE,6,20.00,24,MICRO BREW,,U16
Lot Matrix,018200963704,SHOCK TOP 4/6 PK NR CASE,78,36.99,24,MICRO BREW,,
Lot Matrix,082488123808,BECK 4/6 PK NR  CASE,66,43.69,24,BEER IMPORT,,U16
Lot Matrix,018200110368,BUD NR 4/6 PK CASE,108,25.99,24,BEER DOMESTIC,,U16
Lot Matrix,018200530364,BUD LIGHT NR4/6 PK CASE,132,25.99,24,BEER DOMESTIC,,U16
Lot Matrix,071439000466,ROLLING ROCK NR 4/6 CASE,102,25.99,24,BEER DOMESTIC,,U16
Lot Matrix,018200967702,MICH ULTRA NR 4/6 CASE,126,29.99,24,BEER DOMESTIC,,U16
Lot Matrix,786150000021,STELLA NR 4/6 PK CASE,144,42.99,24,BEER IMPORT,,U16
Lot Matrix,088394000349,FRANZISKANER NR 4/6 CASE,42,42.99,24,BEER IMPORT,,U16
Lot Matrix,018200964503,LANDSHARK NR 4/6 PK CASE,48,34.99,24,MICRO BREW,,U16
Lot Matrix,018200963230,BUD LIGHT LIME NR 4/6 CASE,66,27.99,24,BEER DOMESTIC,,U16
Lot Matrix,637704000939,TROEGS TROGENATOR NR 4/6 PK,48,45.97,24,MICRO BREW,,U16
Lot Matrix,602755003116,FIRESTONE WALKER VARIETY 2/12 PK  CAN CASE,0,39.99,24,MICRO BREW,,U16
Lot Matrix,00070897013353,FOSTERS 25 OZ CAN CASE,33,29.29,12,BEER IMPORT,,U16
Lot Matrix,034100003432,REDDS WICKED APPLE24 OZ CAN CASE,9,29.59,12,CIDER,CIDER,
Lot Matrix,034100087562,REDDS WICKED BL CH24 OZ CAN CASE,14,29.59,12,CIDER,CIDER,U16
Lot Matrix,630279776148,VICTORY SOUR MON. NR CASE,-24,51.99,24,MICRO BREW,,
Lot Matrix,726959908210,BOULEVARD TANK 7 2DISC.,0,63.39,24,MICRO BREW,,U16
Lot Matrix,071990480257,KEYSTONE LIGHT 24 OZ CAN CASE,36,17.59,12,BEER DOMESTIC,,U16
Lot Matrix,071990300661,COORS LIGHT 24 OZ CAN CASE,42,24.99,12,BEER DOMESTIC,,U16
Lot Matrix,080660957296,MODELO ESPECIAL 24 OZ CAN CASE,12,28.99,12,BEER IMPORT,,U16
Lot Matrix,080660957913,MODELO CHELADA 24 OZ CAN CASE,5,35.59,12,BEER IMPORT,,U16
Lot Matrix,083783228229,SIERRA NEVADA SUMMER FEST 4/6 PK NR CASE,36,29.99,24,MICRO BREW,,U16
Lot Matrix,080660956459,CORONA 24 OZ CAN CASE,67,34.99,12,BEER IMPORT,,U16
Lot Matrix,072890001207,HEINEKEN 24 OZ CAN CASE,32,30.99,12,BEER IMPORT,,U16
Lot Matrix,630279465752,VICTORY GOLDEN MONKEY 750ML CASE,9,90.99,12,MICRO BREW,,U16
Lot Matrix,089924278948,YUENGLING LAGER4/6 NR CASE,120,26.19,24,BEER DOMESTIC,,U16
Lot Matrix,062067051630,LABATTS BLUE 24 OZ CAN CASE,13,24.49,12,BEER IMPORT,,U16
Lot Matrix,087975566502,SAPPORO BLACK 22 OZ CAN CASE,16,39.29,12,BEER IMPORT,,U16
Lot Matrix,087692003380,ANGRY ORCHARDS EDGE OLD FASHIONED  4/6 PK NR CASE,24,46.00,24,CIDER,CIDER,U16
Lot Matrix,087692003410,ANGRY ORCHARD KNOT PEAR4/6 PK NR CASE,84,46.03,24,CIDER,CIDER,U16
Lot Matrix,087692821045,ANGRY ORCHARD CRISP 4/6 PK CASE,48,40.69,24,CIDER,CIDER,
Lot Matrix,095301131652,ROGUE VOODOO GRAPE 750ML CASE,0,160.56,12,MICRO BREW,,U16
Lot Matrix,095301131553,ROGUE 750ML NR CASE,14,94.39,12,MICRO BREW,,U16
Lot Matrix,082000778899,SMIRNOFF ICE 24 OZ  NR CASE,-12,29.59,12,MALT BEVERAGE,,U16
Lot Matrix,080660956497,CORONA 24 OZ NR CASE,-17,29.59,12,BEER IMPORT,,U16
Lot Matrix,072890004819,HEINEKEN 22 OZ NR CASE,24,31.19,12,BEER IMPORT,,U16
Lot Matrix,071990095123,BLUE MOON 4/6 NR CASE,192,39.59,24,MICRO BREW,,U16
Lot Matrix,087692111047,SAM ADAMS LIGHT 4/6 NR CASE,24,41.89,24,MICRO BREW,,U16
Lot Matrix,071990300067,COORS LIGHT 4/6 PK NR CASE,108,25.89,24,BEER DOMESTIC,,U16
Lot Matrix,072890000217,HEINEKEN 4/6 NR CASE,120,36.49,24,BEER IMPORT,,U16
Lot Matrix,080660956091,CORONA 4/6 NR PK CASE,156,37.59,24,BEER IMPORT,,U16
Lot Matrix,062067049774,LABATT LIGHT 4/6 NR CASE,60,33.79,24,BEER IMPORT,,U16
Lot Matrix,089924788874,YUENGLING LAGER 4/6 12 OZ CAN CASE,18,24.99,24,BEER DOMESTIC,,U16
Lot Matrix,062067051777,LABATTS BLUE 4/6 NR CASE,48,33.79,24,BEER IMPORT,,U16
Lot Matrix,080660956299,CORONA LIGHT 4/6 NR CASE,84,37.69,24,BEER IMPORT,,U16
Lot Matrix,092000020003,NOT YOUR FATHERS RB 4/6 CASE,156,42.19,24,MICRO BREW,,U16
Lot Matrix,082000778332,SMIRN ICE RASP 4/6 PK NR CASE,54,37.79,24,MALT BEVERAGE,,
Lot Matrix,072890100214,AMSTEL LIGHT 4/6 PK NR CASE,90,36.49,24,BEER IMPORT,AMSTEL,U16
Lot Matrix,072311630092,MOOSEHEAD 4/6 PK NR CASE,336,30.59,24,BEER IMPORT,,U16
Lot Matrix,635985100621,MIKES LEMON4/6 PK NR CASE,66,38.19,24,MALT BEVERAGE,,U16
Lot Matrix,071990170295,COORS 4/6 PK NR CASE,48,26.19,24,BEER DOMESTIC,,U16
Lot Matrix,072890001603,HEIN LIGHT 4/6 PK NR CASE,42,36.49,24,BEER IMPORT,,U16
Lot Matrix,083783229097,SIERRA NEV SIDE CAR 4/6 PK NR CASE,0,39.69,24,MICRO BREW,,U16
Lot Matrix,083783375428,SIERRA NEV SIDE CAR 2/12 PK CASE,36,39.69,24,MICRO BREW,,U16
Lot Matrix,089924210016,YUENGLING LAGER LIGHT 4/6 NR  CASE,108,26.18,24,BEER DOMESTIC,,U16
Lot Matrix,087600100651,CARLS BERG 4/6 PK NR CASE,168,39.59,24,BEER IMPORT,,U16
Lot Matrix,719256000855,LONG TRAIL LIMBO 4/6 PK CASE,36,49.39,24,MICRO BREW,,U16
Lot Matrix,034100572051,LITE 4/6 PK NR CASE,168,26.39,24,BEER DOMESTIC,LITE,U16
Standard,001534,NOT AVAL,0,39.59,24,General,,U16
Lot Matrix,630279776063,VICTORY SOUR MONKEY 4/6 PKNR CASE,6,53.49,24,MICRO BREW,SOUR BEERS,U16
Standard,422341,KODIAC WINTERGREEN ,-2,4.49,1,TOBACCO,,
Standard,029000075696,PLANTERS SALTED PEANUTS1.75 OZ BAG,14,0.69,1,NON TAXABLE MISC,MISC NON-TAXABLE,
Lot Matrix,072890100115,AMSTEL LIGHT 4/6 PK NR CASE,0,37.59,24,BEER IMPORT,,U16
Lot Matrix,034100175054,MGD 4/6 PK NR CASE,0,26.19,24,BEER DOMESTIC,,U16
Lot Matrix,719256000596,LONG TRAILPALE ALE 4/6 PK NR CASE,54,42.89,24,MICRO BREW,,U16
Lot Matrix,660588210125,YARDS GOLD IPA 2/12 NR CASE,0,40.99,24,MICRO BREW,,U16
Lot Matrix,606905008402,ITHACA FLOWER POW 4/6 PK NR CASE,18,50.79,24,MICRO BREW,,U16
Lot Matrix,754527004446,NEW BELG TARTASTIC 4/6 PK NR CASE,36,44.59,24,MICRO BREW,,U16
Lot Matrix,660588020601,YARDS BRAWLER 4/6 PK NR CASE,24,42.99,24,MICRO BREW,,U16
Lot Matrix,660588050608,YARDS IPA 4/6 PK NR CASE,48,42.99,24,MICRO BREW,,U16
Lot Matrix,660588060607,YARDS PHIL PALE ALE 4/6 PK NR CASE,18,42.99,24,MICRO BREW,,U16
Lot Matrix,754527006389,NEW BELG CLUTCH22 OZ NR CASE,0,169.81,12,MICRO BREW,,U16
Standard,754527006907,NEW BELG DAYBLAZER 15 PK,23,17.49,1,MICRO BREW,,
Lot Matrix,853798003322,JACKS DRY HOPPED 2/12 CAN CASE,0,37.69,24,MICRO BREW,,U16
Lot Matrix,754527006433,NEW BELG CITRADELIC 2/12 PK CAN CASE,0,40.99,24,MICRO BREW,,U16
Lot Matrix,754527000226,NEW BELG FAT TIRE 4/6 PK NR CASE,-18,41.99,24,MICRO BREW,,U16
Lot Matrix,754527006136,NEW BELG CITRA DEL TANG 4/6 PK NR CASE,12,41.99,24,MICRO BREW,,U16
Lot Matrix,786150000366,HOEGAARDEN 4/6 PK NR CASE,54,43.69,24,BEER IMPORT,,U16
Lot Matrix,020604903002,STRAUB AMBER 4/6 PK NR CASE,-24,26.29,24,BEER DOMESTIC,,U16
Lot Matrix,736920111327,GOOSE ISLAND IPA 4/6 PK NR CASE,6,40.19,24,BEER DOMESTIC,,U16
Lot Matrix,786150000571,STELLA 22 OZ NR CASE,17,39.04,12,BEER IMPORT,,U16
Lot Matrix,020604901008,STRAUB LAGER 4/6 PK NR CASE,-6,26.29,24,BEER DOMESTIC,,U16
Lot Matrix,072783001000,ANCHOR STEAM BEER 4/6 PK NR CASE,0,49.49,24,MICRO BREW,,U16
Lot Matrix,762274071314,BASS 4/6 PK NR CASE,-6,45.54,24,BEER IMPORT,,U16
Lot Matrix,637704062395,TROEGS JAVA HEAD 4/6 PK NR CASE,54,45.89,24,MICRO BREW,,U16
Lot Matrix,637704000120,TROEGS SOLID SLENDER ALE 4/6 PK NR CASE,12,45.89,24,MICRO BREW,,U16
Lot Matrix,637704062333,TROEGS DREAM WEAVER 4/6 PK NR CASE,24,45.89,24,MICRO BREW,,U16
Lot Matrix,736920111822736920111822,GOOSE ISLAND 312 4/6 PK NR CASE,54,40.19,24,MICRO BREW,,U16
Lot Matrix,637704000625,TROEGS CRIMSON PISTIL IPA  4/6 PK NR CASE,0,45.89,24,MICRO BREW,,
Lot Matrix,637704062340,TROEGS NUGGET NEC 4/6 PK NR CASE,0,52.29,24,MICRO BREW,,U16
Lot Matrix,637704000823,TROEGS HOP BACK 4/6 PK NR CASE,90,45.89,24,MICRO BREW,,U16
Lot Matrix,083783331004,SIERRA NEV TORPEDO 4/6 PK NR CASE,102,39.69,24,MICRO BREW,,
Lot Matrix,087692000044,SAM ADAMS PORCH ROCKER 4/6 PK NR CASE,0,41.19,24,MICRO BREW,,U16
Lot Matrix,087692100126,SAM ADMS B LAGER 4/6 PK NR CASE,30,41.89,24,MICRO BREW,,
Lot Matrix,089826500017,TECATE 4/6 PK NR CASE,108,34.99,24,BEER IMPORT,,U16
Lot Matrix,087692300502,SAM ADAMSUMMER ALE 4/6 PK NR CASE,18,41.89,24,MICRO BREW,,U16
Lot Matrix,630279393048,VICTORY DIRT WOLF 6/4 PK NR CASE,8,54.99,24,MICRO BREW,,U16
Lot Matrix,616673030062,LANC STRAW WHEAT 4/6 PK NR CASE,18,38.09,24,MICRO BREW,,U16
Lot Matrix,616673030048,LANC MILK ST 4/6 PK NR CASE,30,38.09,24,MICRO BREW,,
Lot Matrix,780369921061,SHIPYARD RED IPA 4/6 PK NR CASE,0,40.49,24,MICRO BREW,,U16
Lot Matrix,616673030208,LANC HOP HOG 4/6 PK NR CASE,24,40.09,24,MICRO BREW,,U16
Lot Matrix,630279847060,VICTORY VITAL 4/6 PK NR CASE,30,41.29,24,MICRO BREW,,U16
Lot Matrix,630279774069,VICTORY PRIMA PILSNER 4/6 PK NR CASE,2,39.19,1,MICRO BREW,,U16
Lot Matrix,087692000792,ANGRY ORCHARD TAPPED MAPLE 4/6 PK CASE,0,40.69,24,CIDER,CIDER,U16
Lot Matrix,630279265062,VICTORY HELLES LAGER 4/6 PK NR CASE,42,41.29,24,MICRO BREW,,U16
Lot Matrix,630279467060,VICTORY HOP DEVIL 4/6 PK NR CASE,42,41.29,24,MICRO BREW,,U16
Lot Matrix,630279492062,NOT AVAIL,0,39.19,24,MICRO BREW,,
Lot Matrix,630279465066,VICTORY GOLDEN MONKEY 4/6 PK NR CASE,-24,53.49,24,MICRO BREW,,U16
Lot Matrix,638489000299,DOGFISH 60 MIN 4/6 PK NR CASE,0,43.39,24,MICRO BREW,,U16
Lot Matrix,638489001371,DOGFISH NAMASTE 4/6 PK NR CASE,144,43.39,24,MICRO BREW,,U16
Lot Matrix,638489000268,DOGFISH INDIAN BR ALE 4/6 PK NR CASE,54,43.39,24,MICRO BREW,,U16
Lot Matrix,783583920940,PENDULUM PILSNER 4/6 PK NR CASE,0,42.09,24,MICRO BREW,,U16
Lot Matrix,853759000292,SOUTHERN TIER RASP WHITE 2/12 PKSEASONAL,0,40.99,24,MICRO BREW,,U16
Lot Matrix,853759000766,SOUTHERN TIER CHOKLAT 22 OZ NR CASE,13,111.29,12,MICRO BREW,,U16
Lot Matrix,853759000537,SOUTHERN TIER CREME BRULEE 4/6 PK NR CASE,0,120.99,24,MICRO BREW,,U16
Lot Matrix,786243119906,FLYING DOG RAGING BITCH 4/6 PK NR CASE,0,49.39,24,MICRO BREW,,U16
Lot Matrix,MK66,MC KENZIE VARIETY 2/12 PK NR CASE,96,42.29,24,CIDER,CIDER,U16
Lot Matrix,611250100077,FLYING FISH HOP FISH IPA 4/6 PK NR CASE,72,38.49,24,MICRO BREW,,U16
Lot Matrix,754527007393,NEW BEL VOO RANGER 8 HOP 4/6 PK NR CASE,90,42.89,24,MICRO BREW,,U16
Lot Matrix,754527003623,NEW BELG VOODOO RANGER IPA   2/12 PK CAN CASE,192,40.99,24,MICRO BREW,,U16
Lot Matrix,783583920889,RAVEN SPECIAL LAGER 2/12 PK NR CASE,0,42.09,24,MICRO BREW,,U16
Lot Matrix,754527004200,NEW BELG VOODO RANGER IMP IPA 4/6 PK NR CASE,12,41.99,24,MICRO BREW,,U16
Lot Matrix,754527000660,NEW BELG VOODOO RANGER IPA  4/6 PK NR CASE,12,41.99,24,MICRO BREW,,U16
Lot Matrix,754527007102,NEW BELG CITRADELIC LIME 4/6 PK NR CASE,66,44.59,24,MICRO BREW,,U16
Lot Matrix,080660957852,MODELO NEGRA 4/6 PK NR CASE,36,36.49,24,BEER IMPORT,,U16
Lot Matrix,080660957654,MODELO ESPECIAL 4/6 PK NR CASE,54,37.19,24,BEER IMPORT,,U16
Lot Matrix,072311630115,DOS EQUIS AMBER 4/6 PK NR CASE,72,33.53,24,BEER IMPORT,,U16
Lot Matrix,072311630122,DOS EQUIS LAGER ESPECIAL 4/6 PK NR CASE,60,33.53,24,BEER IMPORT,,U16
Lot Matrix,080660953014,PACIFICO 4/6 PK NR CASE,18,36.49,24,BEER IMPORT,,U16
Lot Matrix,852941005114,LIQUID HERO SCHWEET ALE 2/12 PK CAN CASE,0,27.99,24,MICRO BREW,,U16
Lot Matrix,018200255052,BUD LIGHT STRAW RITA 25 OZ CAN CASE,17,43.10,15,MALT BEVERAGE,,U16
Lot Matrix,018200250064,BUD ICE 25 OZ CAN CASE,5,18.79,15,BEER DOMESTIC,,U16
Lot Matrix,018200250002,BUD 25 OZ CAN CASE,35,22.79,15,BEER DOMESTIC,,U16
Lot Matrix,018200250019,BUD LIGHT 25 OZ CAN CASE,11,22.79,15,BEER DOMESTIC,,U16
Lot Matrix,631234200036,SWEET WATER IPA 4/6 PK NR CASE,480,43.94,24,MICRO BREW,,U16
Lot Matrix,631234300019,SWEET WATER 420 4/6 PK NR CASE,0,43.94,24,MICRO BREW,,U16
Standard,404320,PEANUT M&M BAG,0,1.79,1,NON TAXABLE MISC,,
Standard,040000002635,SNICKERS CANDY BAR,0,1.79,1,NON TAXABLE MISC,,
Lot Matrix,220741,PABST  16 OZ CAN 4/6 PK CASE,-24,22.79,24,BEER DOMESTIC,,U16
Lot Matrix,073360512049,MISSISSIPPI MUD 32 OZ NR CASE,20,40.79,12,BEER DOMESTIC,,U16
Lot Matrix,083783229110,SIERRA NEVADA TROP TORPEDO 4/6 PK NR CASE,24,39.69,24,MICRO BREW,,U16
Lot Matrix,070310001523,GENESEE ICE 24 OZ CAN CASE,129,11.99,12,BEER DOMESTIC,,U16
Lot Matrix,089924600244,YUENGLING LAGER 24 OZ CAN CASE,27,26.99,15,BEER DOMESTIC,,U16
Lot Matrix,089924700326,YUENGLING LAGER 32 OZ NR CASE,15,27.49,12,BEER DOMESTIC,,U16
Kiosk,GIFT CARD,GIFT CARD,8,1.00,1,General,General,
Lot Matrix,740522102133,BELLS JAVA STOUT 4/6 PK NR CASE,0,47.29,24,MICRO BREW,,U16
